name,profile_url,affiliation,email,citations,interests,profile_picture_url,profile_picture_alt,label,tab_index,page_number,scraped_at
Manuel Proissl,https://scholar.google.com/citations?hl=en&user=ikHSFIkAAAAJ,"Data Science Leader, Quantum Computing Technologist, Physicist",Verified email at ibm.com,Cited by 91618,quantum computing; machine learning; deep learning; causal inference,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ikHSFIkAAAAJ&citpid=7,Manuel Proissl,autonomous_driving,3,8,2025-07-17T12:27:41.390639
Pranav Shyam,https://scholar.google.com/citations?hl=en&user=TAomEzQAAAAJ,Google DeepMind,Verified email at google.com,Cited by 91031,Artificial Intelligence; Deep Learning; Reinforcement Learning; Bayesian Statistics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=TAomEzQAAAAJ&citpid=5,Pranav Shyam,autonomous_driving,3,8,2025-07-17T12:27:41.468390
Luca Antiga,https://scholar.google.com/citations?hl=en&user=CjqPDhMAAAAJ,"CTO Lightning AI, Co-founder Orobix",Verified email at lightning.ai,Cited by 89478,Artificial intelligence; Deep Learning; Biomedical engineering; Medical imaging,https://scholar.google.com/citations/images/avatar_scholar_56.png,Luca Antiga,autonomous_driving,3,8,2025-07-17T12:27:41.546523
Caglar Gulcehre,https://scholar.google.com/citations?hl=en&user=7hwJ2ckAAAAJ,"AI Researcher, Prof at EPFL, Consultant@Google DeepMind, ex-Staff Research Scientist …",Verified email at google.com,Cited by 87347,Machine Learning; Deep Learning; Reinforcement Learning; Cognitive Science; Artificial Intelligence,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=7hwJ2ckAAAAJ&citpid=1,Caglar Gulcehre,autonomous_driving,3,8,2025-07-17T12:27:41.631641
Andrew Rabinovich,https://scholar.google.com/citations?hl=en&user=yOcNQVgAAAAJ,"VPII, Head of AI, Upwork",Verified email at upwork.com,Cited by 86888,AI; deep learning; computer vision; machine learning; computational gastronomy,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=yOcNQVgAAAAJ&citpid=3,Andrew Rabinovich,autonomous_driving,3,8,2025-07-17T12:27:41.716403
Bram van Ginneken,https://scholar.google.com/citations?hl=en&user=O1j6_MsAAAAJ,"Professor of Medical Image Analysis, Radboud University",Verified email at radboudumc.nl,Cited by 86137,Medical Image Analysis; Medical Imaging; Deep Learning; Computer-Aided Diagnosis,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=O1j6_MsAAAAJ&citpid=11,Bram van Ginneken,autonomous_driving,3,8,2025-07-17T12:27:41.794038
Evan Shelhamer,https://scholar.google.com/citations?hl=en&user=-ltRSM0AAAAJ,UBC / Vector Institute,Verified email at cs.ubc.ca,Cited by 86085,computer vision; machine learning; deep learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=-ltRSM0AAAAJ&citpid=2,Evan Shelhamer,autonomous_driving,3,8,2025-07-17T12:27:41.867846
Baptiste Abeloos,https://scholar.google.com/citations?hl=en&user=grJDBnEAAAAJ,ONERA,Verified email at onera.fr,Cited by 85809,physics; artificial intelligence; deep learning; computer vision,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=grJDBnEAAAAJ&citpid=1,Baptiste Abeloos,autonomous_driving,3,8,2025-07-17T12:27:41.951461
Arvind Neelakantan,https://scholar.google.com/citations?hl=en&user=ygTCc6cAAAAJ,"Research Scientist, Google DeepMind",Verified email at google.com,Cited by 85684,Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ygTCc6cAAAAJ&citpid=20,Arvind Neelakantan,autonomous_driving,3,8,2025-07-17T12:27:42.018424
Steven M. LaValle,https://scholar.google.com/citations?hl=en&user=72e5VYEAAAAJ,"Professor of Robotics and Virtual Reality, University of Oulu, Finland",Verified email at oulu.fi,Cited by 45780,Robotics; virtual reality; sensor fusion; motion planning; control theory,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=72e5VYEAAAAJ&citpid=2,Steven M. LaValle,robotics,1,9,2025-07-17T12:27:47.966303
roberto cingolani,https://scholar.google.com/citations?hl=en&user=4hineW0AAAAJ,"Chief Technology Innovation Officer , LEONARDO SpA",,Cited by 45774,Nanotechnology; Material Science; Artificial Intelligence; Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=4hineW0AAAAJ&citpid=9,roberto cingolani,robotics,1,9,2025-07-17T12:27:48.046866
Hartmut Neven,https://scholar.google.com/citations?hl=en&user=r2E5Ak8AAAAJ,"VP Engineering, Quantum AI, Google",Verified email at google.com,Cited by 45610,Quantum Computing; Machine Learning; Computer Vision; Neuroscience; Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=r2E5Ak8AAAAJ&citpid=2,Hartmut Neven,robotics,1,9,2025-07-17T12:27:48.135989
Jan Peters,https://scholar.google.com/citations?hl=en&user=-kIVAcAAAAAJ,"Professor for Intelligent Autonomous Systems/TU Darmstadt, Dept. Head/German AI …",Verified email at ias.tu-darmstadt.de,Cited by 44953,Robot Learning; Reinforcement Learning; Machine Learning; Robotics; Biomimetic Systems,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=-kIVAcAAAAAJ&citpid=4,Jan Peters,robotics,1,9,2025-07-17T12:27:48.219336
程刚 Cheng Gang,https://scholar.google.com/citations?hl=en&user=5zAo6XsAAAAJ,Professor of China University of Mining and Technology,Verified email at cumt.edu.cn,Cited by 44759,Robotics; Machine Theory; Reliability Engineering,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=5zAo6XsAAAAJ&citpid=2,程刚 Cheng Gang,robotics,1,9,2025-07-17T12:27:48.294693
Ken Goldberg,https://scholar.google.com/citations?hl=en&user=8fztli4AAAAJ,"Professor, UC Berkeley and UCSF",Verified email at berkeley.edu,Cited by 44346,Robots; Robotics; Automation; Collaborative Filtering,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8fztli4AAAAJ&citpid=2,Ken Goldberg,robotics,1,9,2025-07-17T12:27:48.375506
Clément Gosselin,https://scholar.google.com/citations?hl=en&user=O9VSIMoAAAAJ,"Professor, Université Laval, Québec, Canada",Verified email at gmc.ulaval.ca,Cited by 44166,Robotics; Parallel Robots; Robotic Hands; Physical Human-Robot Interaction; Haptics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=O9VSIMoAAAAJ&citpid=3,Clément Gosselin,robotics,1,9,2025-07-17T12:27:48.461498
Emilio Frazzoli,https://scholar.google.com/citations?hl=en&user=8JGG3KcAAAAJ,Professor of Dynamic Systems and Control,Verified email at ethz.ch,Cited by 43958,Robotics; Control theory; Autonomous vehicles; Robotic Networks; Intelligent Transportation systems,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8JGG3KcAAAAJ&citpid=9,Emilio Frazzoli,robotics,1,9,2025-07-17T12:27:48.551974
Peter Corke,https://scholar.google.com/citations?hl=en&user=wnePPc4AAAAJ,Queensland University of Technology (QUT),Verified email at qut.edu.au,Cited by 43810,robotics; computer vision; control; field robotics; sensor networks,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=wnePPc4AAAAJ&citpid=2,Peter Corke,robotics,1,9,2025-07-17T12:27:48.636508
Ming Lin,https://scholar.google.com/citations?hl=en&user=ugFNit4AAAAJ,Distinguished University Professor of University of Maryland at College Park & Amazon,Verified email at cs.umd.edu,Cited by 43628,Computer Animation; Computer Graphics; Geometric Modeling; Robotics; Virtual Reality,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ugFNit4AAAAJ&citpid=2,Ming Lin,robotics,1,9,2025-07-17T12:27:48.719876
Sergey Levine,https://scholar.google.com/citations?hl=en&user=8R35rCwAAAAJ,"UC Berkeley, Physical Intelligence",Verified email at eecs.berkeley.edu,Cited by 189513,Machine Learning; Robotics; Reinforcement Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8R35rCwAAAAJ&citpid=5,Sergey Levine,machine_learning,2,9,2025-07-17T12:27:49.831708
Lara Lloret Iglesias,https://scholar.google.com/citations?hl=en&user=LnBGQ3QAAAAJ,"Científico Titular, CSIC",Verified email at ifca.unican.es,Cited by 188318,Artificial Intelligence; Data Science; Statistics; Machine Learning; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=LnBGQ3QAAAAJ&citpid=1,Lara Lloret Iglesias,machine_learning,2,9,2025-07-17T12:27:49.916803
Leon Bottou,https://scholar.google.com/citations?hl=en&user=kbN88gsAAAAJ,Facebook AI Research,Verified email at bottou.org,Cited by 184600,Machine learning; artificial intelligence,https://scholar.google.com/citations/images/avatar_scholar_56.png,Leon Bottou,machine_learning,2,9,2025-07-17T12:27:49.993789
Tomas Mikolov,https://scholar.google.com/citations?hl=en&user=oBu8kMMAAAAJ,Co-founder at BottleCap AI,Verified email at bottlecapai.com,Cited by 183252,Artificial Intelligence; Machine Learning; Language Modeling; Natural Language Processing,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=oBu8kMMAAAAJ&citpid=4,Tomas Mikolov,machine_learning,2,9,2025-07-17T12:27:50.077851
Ali Farhadi,https://scholar.google.com/citations?hl=en&user=jeOFRDsAAAAJ,"Professor, Computer Science and Engineering, University of Washington",Verified email at cs.uw.edu,Cited by 182066,Computer Vision; Machine learning; Artificial Intelligence,https://scholar.google.com/citations/images/avatar_scholar_56.png,Ali Farhadi,machine_learning,2,9,2025-07-17T12:27:50.153331
Julian Bunn,https://scholar.google.com/citations?hl=en&user=4vRmersAAAAJ,California Institute of Technology (Caltech),Verified email at caltech.edu,Cited by 181137,sensor networks; particle physics; high performance computing; machine learning; seismic networks,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=4vRmersAAAAJ&citpid=2,Julian Bunn,machine_learning,2,9,2025-07-17T12:27:50.236288
Pietro Perona,https://scholar.google.com/citations?hl=en&user=j29kMCwAAAAJ,California Institute of Technology,Verified email at caltech.edu,Cited by 179083,Computer Vision; Machine Learning; Applied Mathematics; Neuroscience; Psychology,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=j29kMCwAAAAJ&citpid=7,Pietro Perona,machine_learning,2,9,2025-07-17T12:27:50.321104
Kyunghyun Cho,https://scholar.google.com/citations?hl=en&user=0RAmmIAAAAAJ,"New York University, Genentech",Verified email at nyu.edu,Cited by 179066,Machine Learning; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=0RAmmIAAAAAJ&citpid=6,Kyunghyun Cho,machine_learning,2,9,2025-07-17T12:27:50.391326
Dumitru Erhan,https://scholar.google.com/citations?hl=en&user=wfGiqXEAAAAJ,Director of Research @ Google DeepMind,Verified email at google.com,Cited by 178393,Artificial Intelligence; Machine Learning; Neural Networks; Computer Vision,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=wfGiqXEAAAAJ&citpid=2,Dumitru Erhan,machine_learning,2,9,2025-07-17T12:27:50.473080
Max Welling,https://scholar.google.com/citations?hl=en&user=8200InoAAAAJ,"CAIO CuspAI & Professor Machine Learning, University of Amsterdam",Verified email at uva.nl,Cited by 177382,Machine Learning; Artificial Intelligence; Statistics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8200InoAAAAJ&citpid=3,Max Welling,machine_learning,2,9,2025-07-17T12:27:50.547173
Ionut Cristian Arsene,https://scholar.google.com/citations?hl=en&user=0gS6n8IAAAAJ,University of Oslo,Verified email at fys.uio.no,Cited by 84887,high energy nuclear physics; particle physics; computing science; machine learning; deep learning,https://scholar.google.com/citations/images/avatar_scholar_56.png,Ionut Cristian Arsene,autonomous_driving,3,9,2025-07-17T12:27:51.667722
Rizwan Muhmmad,https://scholar.google.com/citations?hl=en&user=S-07-ikAAAAJ,"PhD student, National Taiwan University",Verified email at ntu.edu.tw,Cited by 84194,EEG; Image processing; deep learning,https://scholar.google.com/citations/images/avatar_scholar_56.png,Rizwan Muhmmad,autonomous_driving,3,9,2025-07-17T12:27:51.744312
Chris Pal,https://scholar.google.com/citations?hl=en&user=1ScWJOoAAAAJ,"Professor, Polytechnique Montréal & Mila, ServiceNow Research, Canada CIFAR AI Chair",Verified email at polymtl.ca,Cited by 83752,Deep Learning; Computer Vision & Pattern Recognition; Natural Language Processing; Data Mining; AI,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=1ScWJOoAAAAJ&citpid=6,Chris Pal,autonomous_driving,3,9,2025-07-17T12:27:51.826460
Tatsuhiko Tsunoda,https://scholar.google.com/citations?hl=en&user=x-hrCAcAAAAJ,"Professor, The University of Tokyo",Verified email at bs.su-tokyo.ac.jp,Cited by 83592,Medical Science Mathematics; Tumor microenvironment; Deep learning; Quantum computing,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=x-hrCAcAAAAJ&citpid=2,Tatsuhiko Tsunoda,autonomous_driving,3,9,2025-07-17T12:27:51.906305
Zhuang Liu,https://scholar.google.com/citations?hl=en&user=7OTD-LEAAAAJ,"Assistant Professor, Princeton University",Verified email at princeton.edu,Cited by 82693,Deep Learning; Computer Vision; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=7OTD-LEAAAAJ&citpid=3,Zhuang Liu,autonomous_driving,3,9,2025-07-17T12:27:51.981985
Sean Benson,https://scholar.google.com/citations?hl=en&user=C5Xwl7AAAAAJ,"Assistant Professor, PhD MSc, Amsterdam UMC",Verified email at amsterdamumc.nl,Cited by 82484,particle physics; artificial intelligence; deep learning; mri; ct,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=C5Xwl7AAAAAJ&citpid=1,Sean Benson,autonomous_driving,3,9,2025-07-17T12:27:52.063959
Tom Whyntie,https://scholar.google.com/citations?hl=en&user=4uTfvSQAAAAJ,"Department of Oncology, University of Oxford",Verified email at oncology.ox.ac.uk,Cited by 82249,Particle Physics; Medical Physics; Medical Imaging; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=4uTfvSQAAAAJ&citpid=1,Tom Whyntie,autonomous_driving,3,9,2025-07-17T12:27:52.143602
Rylan Conway,https://scholar.google.com/citations?hl=en&user=Bz7ww9sAAAAJ,Meta - Reality Labs,Verified email at meta.com,Cited by 82226,LLMs; NLP; Machine Learning; Deep Learning; Particle Physics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Bz7ww9sAAAAJ&citpid=2,Rylan Conway,autonomous_driving,3,9,2025-07-17T12:27:52.231064
Alykhan Tejani,https://scholar.google.com/citations?hl=en&user=A_yhnEgAAAAJ,Sharechat,Verified email at sharechat.co,Cited by 80939,Recommender Systems; Deep Learning; Machine Learning; Pose Estimation; Large Scale Object Recognition,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=A_yhnEgAAAAJ&citpid=3,Alykhan Tejani,autonomous_driving,3,9,2025-07-17T12:27:52.310940
Ping Luo (羅平),https://scholar.google.com/citations?hl=en&user=aXdjxb4AAAAJ,"Associate Professor, The University of Hong Kong; MMLAB@HKU",Verified email at hku.hk,Cited by 80649,Computer Vision; Deep Learning; Generative AI; Embodied AI; LLM,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=aXdjxb4AAAAJ&citpid=3,Ping Luo (羅平),autonomous_driving,3,9,2025-07-17T12:27:52.398164
Bruno Siciliano,https://scholar.google.com/citations?hl=en&user=R1eV0ekAAAAJ,"Università di Napoli Federico II, Napoli, Italy",Verified email at unina.it,Cited by 43539,Robotics; Automatic Control,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=R1eV0ekAAAAJ&citpid=2,Bruno Siciliano,robotics,1,10,2025-07-17T12:27:58.368221
Gaurav Sukhatme,https://scholar.google.com/citations?hl=en&user=lRUi-A8AAAAJ,"Professor, Departments of CS and ECE, USC",Verified email at usc.edu,Cited by 43466,Robotics; Artificial Intelligence; Robot Networks; Motion Planning; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=lRUi-A8AAAAJ&citpid=3,Gaurav Sukhatme,robotics,1,10,2025-07-17T12:27:58.454394
Bruce A. Francis,https://scholar.google.com/citations?hl=en&user=ymySTBMAAAAJ,"Professor Emeritus, Electrical and Computer Engineering, University of Toronto, Canada",Verified email at utoronto.ca,Cited by 43349,control theory; control; control systems; system theory; robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ymySTBMAAAAJ&citpid=6,Bruce A. Francis,robotics,1,10,2025-07-17T12:27:58.536784
Howie Choset,https://scholar.google.com/citations?hl=en&user=4fvo61oAAAAJ,"Professor of Robotics, Carnegie Mellon",Verified email at cs.cmu.edu,Cited by 42112,robotics; snake robots; medical robotics; locomotion; biologically inspired robots,https://scholar.google.com/citations/images/avatar_scholar_56.png,Howie Choset,robotics,1,10,2025-07-17T12:27:58.623662
Vitor Mendes Pereira,https://scholar.google.com/citations?hl=en&user=pIMKbxQAAAAJ,"Professor of Medical Imaging and Surgery, University of Toronto",Verified email at unityhealth.to,Cited by 41844,Stroke; Intracranial aneurysms; AVMs; Robotics; Hemodynamics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=pIMKbxQAAAAJ&citpid=3,Vitor Mendes Pereira,robotics,1,10,2025-07-17T12:27:58.708021
Darwin G. Caldwell,https://scholar.google.com/citations?hl=en&user=TpJZl98AAAAJ,"Dept. of Advanced Robotics, Italian Institute of Technology - Istituto Italiano di Tecnologia",Verified email at iit.it,Cited by 41793,Robotics; Medical Robotics; Haptics; Exoskeletons; Teleoperation,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=TpJZl98AAAAJ&citpid=3,Darwin G. Caldwell,robotics,1,10,2025-07-17T12:27:58.794905
Moritz Diehl,https://scholar.google.com/citations?hl=en&user=JEwMX6wAAAAJ,"Professor of Systems, Control and Optimization at the University of Freiburg",Verified email at imtek.uni-freiburg.de,Cited by 41555,Control; Optimization; Model Predictive Control; Airborne Wind Energy; Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=JEwMX6wAAAAJ&citpid=9,Moritz Diehl,robotics,1,10,2025-07-17T12:27:58.885225
Lydia E. Kavraki,https://scholar.google.com/citations?hl=en&user=Q6pxNZYAAAAJ,Rice University,Verified email at rice.edu,Cited by 41303,Robotics; AI; Bioinformatics; Algorithms,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Q6pxNZYAAAAJ&citpid=2,Lydia E. Kavraki,robotics,1,10,2025-07-17T12:27:58.967879
John Leonard,https://scholar.google.com/citations?hl=en&user=WPe7vWwAAAAJ,"Professor of Mechanical and Ocean Engineering, MIT",Verified email at mit.edu,Cited by 40918,Robotics; SLAM; Marine Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=WPe7vWwAAAAJ&citpid=3,John Leonard,robotics,1,10,2025-07-17T12:27:59.054644
J. Andrew Bagnell,https://scholar.google.com/citations?hl=en&user=7t4jbPQAAAAJ,Carnegie Mellon University,Verified email at ri.cmu.edu,Cited by 40890,Robotics; Machine Learning; Decision making uncertainty; pattern recognition; control,https://scholar.google.com/citations/images/avatar_scholar_56.png,J. Andrew Bagnell,robotics,1,10,2025-07-17T12:27:59.150725
Pietro Vischia,https://scholar.google.com/citations?hl=en&user=cph_-LwAAAAJ,Universidad de Oviedo and ICTEA,Verified email at uniovi.es,Cited by 175899,differentiable programming; experiment design; machine learning; artificial intelligence,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=cph_-LwAAAAJ&citpid=1,Pietro Vischia,machine_learning,2,10,2025-07-17T12:28:00.259089
Archil Durglishvili,https://scholar.google.com/citations?hl=en&user=VqEofWYAAAAJ,The University of Georgia,Verified email at ug.edu.ge,Cited by 175770,High Energy Physics; Top Quark Physics; Search for New Physics; Data Analysis; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=VqEofWYAAAAJ&citpid=1,Archil Durglishvili,machine_learning,2,10,2025-07-17T12:28:00.345639
Sergei Gleyzer,https://scholar.google.com/citations?hl=en&user=bzHlrXMAAAAJ,University of Alabama,Verified email at ua.edu,Cited by 175725,Particle Physics; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=bzHlrXMAAAAJ&citpid=2,Sergei Gleyzer,machine_learning,2,10,2025-07-17T12:28:00.416377
Alexey Svyatkovskiy,https://scholar.google.com/citations?hl=en&user=0Oj4J4wAAAAJ,Google DeepMind,Verified email at google.com,Cited by 169493,Particle physics; Machine learning; Computational Science,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=0Oj4J4wAAAAJ&citpid=1,Alexey Svyatkovskiy,machine_learning,2,10,2025-07-17T12:28:00.490804
Thong Q. Nguyen,https://scholar.google.com/citations?hl=en&user=f5IY9j8AAAAJ,Microsoft,Verified email at microsoft.com,Cited by 169443,machine learning; statistics; high energy physics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=f5IY9j8AAAAJ&citpid=2,Thong Q. Nguyen,machine_learning,2,10,2025-07-17T12:28:00.564739
Fabian Pedregosa,https://scholar.google.com/citations?hl=en&user=PJQNw9oAAAAJ,Google,Verified email at google.com,Cited by 168396,artificial intelligence; machine learning; optimization; statistics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=PJQNw9oAAAAJ&citpid=5,Fabian Pedregosa,machine_learning,2,10,2025-07-17T12:28:00.650738
Lukas Heinrich,https://scholar.google.com/citations?hl=en&user=svzOc0UAAAAJ,Technical University of Munich,Verified email at tum.de,Cited by 167690,Particle Physics; Machine Learning; Statistics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=svzOc0UAAAAJ&citpid=3,Lukas Heinrich,machine_learning,2,10,2025-07-17T12:28:00.729820
Asha Aboelkassam,https://scholar.google.com/citations?hl=en&user=o66pC10AAAAJ,South vally university,Verified email at edu.svu.edu.eg,Cited by 167009,Cpu scheduling; machine learning,https://scholar.google.com/citations/images/avatar_scholar_56.png,Asha Aboelkassam,machine_learning,2,10,2025-07-17T12:28:00.808628
Ming-Wei Chang,https://scholar.google.com/citations?hl=en&user=GiCqMFkAAAAJ,Google Deepmind,Verified email at google.com,Cited by 166367,Machine Learning; Artificial Intelligence; Natural Language Processing; Information Extraction,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=GiCqMFkAAAAJ&citpid=1,Ming-Wei Chang,machine_learning,2,10,2025-07-17T12:28:00.896878
PABLO TAMAYO,https://scholar.google.com/citations?hl=en&user=lLqTCtUAAAAJ,"Professor, Division of Genomics and Precision Medicine, UC San Diego",Verified email at ucsd.edu,Cited by 166323,Genomics; Cancer; Machine Learning; Probability; Statistical Mechanics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=lLqTCtUAAAAJ&citpid=3,PABLO TAMAYO,machine_learning,2,10,2025-07-17T12:28:00.984645
H. Brendan McMahan,https://scholar.google.com/citations?hl=en&user=iKPWydkAAAAJ,"Research Scientist, Google Seattle",Verified email at google.com,Cited by 80360,Machine Learning; Distributed Optimization; Federated Learning; Differential Privacy; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=iKPWydkAAAAJ&citpid=1,H. Brendan McMahan,autonomous_driving,3,10,2025-07-17T12:28:02.099640
Michael Maire,https://scholar.google.com/citations?hl=en&user=HXowq5YAAAAJ,University of Chicago,Verified email at uchicago.edu,Cited by 79072,Computer Vision; Deep Learning,https://scholar.google.com/citations/images/avatar_scholar_56.png,Michael Maire,autonomous_driving,3,10,2025-07-17T12:28:02.174308
Pierre Baldi,https://scholar.google.com/citations?hl=en&user=RhFhIIgAAAAJ,"Professor, University of California, Irvine",Verified email at ics.uci.edu,Cited by 78971,Artificial Intelligence; Deep Learning; Bioinformatics; Physics; Mathematics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=RhFhIIgAAAAJ&citpid=2,Pierre Baldi,autonomous_driving,3,10,2025-07-17T12:28:02.257996
Pascal Vincent,https://scholar.google.com/citations?hl=en&user=WBCKQMsAAAAJ,"Facebook AI Research; U. Montreal (Professor, Computer Sc. & Op. Res.); MILA; CIFAR",Verified email at iro.umontreal.ca,Cited by 78918,Machine Learning; Deep Learning; Artificial Intelligence,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=WBCKQMsAAAAJ&citpid=2,Pascal Vincent,autonomous_driving,3,10,2025-07-17T12:28:02.334856
Wangmeng Zuo,https://scholar.google.com/citations?hl=en&user=rUOpCEYAAAAJ,"School of Computer Science and Technology, Harbin Institute of Technology",Verified email at hit.edu.cn,Cited by 78463,Computer Vision; Image Processing; Generative AI; Deep Learning; Biometrics,https://scholar.google.com/citations/images/avatar_scholar_56.png,Wangmeng Zuo,autonomous_driving,3,10,2025-07-17T12:28:02.420522
Song Han,https://scholar.google.com/citations?hl=en&user=E0iCaa4AAAAJ,Massachusetts Institute of Technology,Verified email at mit.edu,Cited by 76467,Computer Architecture; Deep Learning; Computer Vision,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=E0iCaa4AAAAJ&citpid=5,Song Han,autonomous_driving,3,10,2025-07-17T12:28:02.495405
Sharan Narang,https://scholar.google.com/citations?hl=en&user=CWOixywAAAAJ,"Research Engineer, Meta AI",Verified email at meta.com,Cited by 75397,Artificial Intelligence; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=CWOixywAAAAJ&citpid=1,Sharan Narang,autonomous_driving,3,10,2025-07-17T12:28:02.565407
Laurent Sifre,https://scholar.google.com/citations?hl=en&user=0kVh58wAAAAJ,H Company,Verified email at polytechnique.edu,Cited by 75109,Deep Learning; Deep Reinforcement Learning; Reinforcement Learning; Computer Games; Artificial,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=0kVh58wAAAAJ&citpid=3,Laurent Sifre,autonomous_driving,3,10,2025-07-17T12:28:02.649467
Honglak Lee,https://scholar.google.com/citations?hl=en&user=fmSHtE8AAAAJ,LG AI Research / U. Michigan,Verified email at umich.edu,Cited by 74768,Machine Learning; Deep Learning; Reinforcement Learning; Computer Vision; Artificial Intelligence,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=fmSHtE8AAAAJ&citpid=2,Honglak Lee,autonomous_driving,3,10,2025-07-17T12:28:02.732119
Thore Graepel,https://scholar.google.com/citations?hl=en&user=PNH24toAAAAJ,"Global Lead Computational Science, AI & ML at Altos Labs and Chair of Machine Learning …",Verified email at ucl.ac.uk,Cited by 74744,Machine Learning; Reinforcement Learning; Deep Learning; Multi-Agent Learning; Computational Biology,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=PNH24toAAAAJ&citpid=2,Thore Graepel,autonomous_driving,3,10,2025-07-17T12:28:02.814510
Stefano Soatto,https://scholar.google.com/citations?hl=en&user=lH1PdF8AAAAJ,"Professor of Computer Science, UCLA; Vice President, AWS AI",Verified email at ucla.edu,Cited by 40828,Artificial Intelligence; Machine Learning; Robotics; Vision,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=lH1PdF8AAAAJ&citpid=2,Stefano Soatto,robotics,1,11,2025-07-17T12:28:08.789938
Shuran Song,https://scholar.google.com/citations?hl=en&user=5031vK4AAAAJ,Stanford University,Verified email at stanford.edu,Cited by 40794,Robotics; Computer Vision; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=5031vK4AAAAJ&citpid=5,Shuran Song,robotics,1,11,2025-07-17T12:28:08.870158
Cyrill Stachniss,https://scholar.google.com/citations?hl=en&user=8vib2lAAAAAJ,"Professor for Photogrammetry & Robotics, University of Bonn",Verified email at igg.uni-bonn.de,Cited by 40752,robotics; photogrammetry; field robotics; autonomous driving; SLAM,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8vib2lAAAAAJ&citpid=12,Cyrill Stachniss,robotics,1,11,2025-07-17T12:28:08.959353
Yuval Tassa,https://scholar.google.com/citations?hl=en&user=CjOTm_4AAAAJ,"Senior Research Scientist, Google DeepMind",Verified email at google.com,Cited by 40612,Optimal Control; Motor Control; Robotics; Physical Simulation,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=CjOTm_4AAAAJ&citpid=2,Yuval Tassa,robotics,1,11,2025-07-17T12:28:09.055382
